id,brand_model,rating_year,stars,adult_pct,child_pct,vru_pct,sa_pct,adult_points,adult_max_points,child_points,child_max_points,vru_points,vru_max_points,sa_points,sa_max_points,total_points,total_max_points,total_points_ratio,official_weighted_score,year_bucket,P_weighted,weights_used_sum,Subscore35,SafetyRaw,SafetyScore,manufactured_from,manufactured_to,on_sale_from,on_sale_to,variants,energy_sources,is_current_model,is_conventional_only,superseded_model_count,fitted_autonomous_emergency_braking,fitted_lane_support_system,image_url,manufacturer_icon,safety_rating_image_path,vehicle_url_api,vehicle_url_view,manufacturer_model_url,tags
016ae7,GWM Haval Jolion,2022,5,90,84,64,92,34.53,38,41.18,49,35.05,54,14.87,16,125.63,157,0.80019108,0.84724513,2020_2022,0.8217783439490447,157,53.41559236,88.41559235668791,70.77650357843854,Dec-20,onwards,May-21,onwards,All variants,Petrol / diesel and hybrid,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/a795b3ae1aee3fbda30b1034633335dfbccd47b3/large.png?1663217616,https://www.ancap.com.au/assets/manufacturers/small/gwm-2a8e624d67ad4cd0510403509f28589d7d0c520f787c872a8ee4f7df3c0ea22e.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/016ae7,https://www.ancap.com.au/safety-ratings/016ae7,https://www.ancap.com.au/safety-ratings/great-wall-motors/haval-jolion,"category.popular_models,category.family,category.younger_driver,category.older_driver,category.city_driver,category.fleet_manager,category.employer,body_type.suv,price.under_35000,seats.5_seater,price.35000_to_65000"
6d3f50,Nissan Qashqai,2025,4,78,91,68,62,31.39,40,44.78,49,43.29,63,11.33,18,130.79,170,0.76935294,0.75999297,2023p,0.8206717647058824,170,53.34366470588236,88.34366470588236,70.56701099811579,Nov-25,onwards,Mar-26,onwards,All variants,Hybrid,TRUE,FALSE,3,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/cac9636450c8628b72bffafb68736affb5a8c8af/large.png?1775002402,https://www.ancap.com.au/assets/manufacturers/small/nissan-a4a6ecc0c23cafd6746078da665055789f03023f671a059bdee3d0dd9a04e68e.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-4-2025-2407a799876b06d177b9d3adc0140b3d6f1be6b1d2be3f369283ab0d9fbcc2e3.png,https://api.ancap.com.au/v1/safety-ratings/6d3f50,https://www.ancap.com.au/safety-ratings/6d3f50,https://www.ancap.com.au/safety-ratings/nissan/qashqai,"category.popular_models,category.family,category.younger_driver,category.older_driver,category.city_driver,body_type.suv,price.35000_to_65000,seats.5_seater"
440690,Alfa Romeo Tonale,2022,5,84,87,67,85,32.15,38,42.88,49,36.23,54,13.62,16,124.88,157,0.79541401,0.81787665,2020_2022,0.8197050955414014,157,53.28083121019109,88.28083121019108,70.38400556146318,Sep-22,onwards,Feb-23,onwards,See ANCAP Safety Report,Hybrid,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/04f640ad63747d9f2a20649e2c88a95455292863/large.png?1675660859,https://www.ancap.com.au/assets/manufacturers/small/alfa-romeo-2d59ce8bd56e2b08cfef8b7a766bef74b454e2fc89acb0486de3ea0c1ab7a2db.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/440690,https://www.ancap.com.au/safety-ratings/440690,https://www.ancap.com.au/safety-ratings/alfa-romeo/tonale,"category.older_driver,category.city_driver,category.employer,category.luxury,body_type.suv,price.35000_to_65000,seats.5_seater"
703f7c,Volkswagen Polo,2022,5,94,80,70,70,35.88,38,39.5,49,37.97,54,11.36,16,124.71,157,0.79433121,0.82153833,2020_2022,0.8168127388535031,157,53.09282803,88.09282803,69.83643766742786,Feb-22,onwards,May-22,onwards,All Australian variants,Petrol / diesel,TRUE,TRUE,5,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/117d45cbb38fa674d4457e181313341b2a706bbc/large.png?1651019621,https://www.ancap.com.au/assets/manufacturers/small/volkswagen-478585519095ad1c9ae6459c9b7e8cb60489d4e4d19fb0b3064d1adc665cbf40.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/703f7c,https://www.ancap.com.au/safety-ratings/703f7c,https://www.ancap.com.au/safety-ratings/volkswagen/polo,"category.family,category.younger_driver,category.older_driver,category.city_driver,body_type.hatch,price.under_35000,seats.5_seater,category.fleet_manager,category.employer,price.35000_to_65000"
fa7689,Volkswagen ID. Buzz,2022,5,92,89,60,81,35.25,38,44,49,32.91,54,13.06,16,125.22,157,0.79757962,0.83578336,2020_2022,0.8167585987261147,157,53.08930891719746,88.08930891719746,69.82618810323652,Apr-25,onwards,Jan-25,onwards,Short wheel base variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/c1fd5567eef6e587a5e325c6a96973b7246579e6/large.png?1766117054,https://www.ancap.com.au/assets/manufacturers/small/volkswagen-478585519095ad1c9ae6459c9b7e8cb60489d4e4d19fb0b3064d1adc665cbf40.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/fa7689,https://www.ancap.com.au/safety-ratings/fa7689,https://www.ancap.com.au/safety-ratings/volkswagen/id-buzz,"category.popular_models,category.family,category.city_driver,category.fleet_manager,category.employer,body_type.van,price.over_65000,seats.5_seater"
cc714e,Skoda Octavia,2022,5,89,82,68,81,33.84,38,40.66,49,37.11,54,13.07,16,124.68,157,0.79414013,0.82298915,2020_2022,0.8153936305732483,157,53.00058598726114,88.00058598726113,69.56777850250586,Sep-24,Jun-25,Nov-24,Feb-26,All variants,Petrol / diesel,FALSE,TRUE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/18ea79b60310644d5cce5e2d6dd86556be2b8cec/large.png?1738807084,https://www.ancap.com.au/assets/manufacturers/small/skoda-cda08028a473eee106382fe717e8f617643d024cbf7175094445b52bde5cac8b.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/cc714e,https://www.ancap.com.au/safety-ratings/cc714e,https://www.ancap.com.au/safety-ratings/skoda/octavia,"category.popular_models,category.family,category.younger_driver,category.older_driver,category.city_driver,category.rural_driver,category.tradesperson,category.fleet_manager,category.employer,body_type.sedan,body_type.wagon,price.35000_to_65000,seats.5_seater"
c3a374,Renault Megane E-Tech,2022,5,85,88,65,80,32.61,38,43.14,49,35.44,54,12.82,16,124.01,157,0.78987261,0.81085405,2020_2022,0.8129082802547771,157,52.83903821656051,87.83903821656051,69.09726321456806,Sep-23,onwards,Nov-23,onwards,All variants (see Technical Report),Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/ba4a9d44dee18e768ccd30fd1388acf6dcaa42e7/large.png?1701221293,https://www.ancap.com.au/assets/manufacturers/small/renault-6e5d3dc1139792f1d5db0565c8c2365ddbbcd2657ba3b9f9cce761784d4a8528.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/c3a374,https://www.ancap.com.au/safety-ratings/c3a374,https://www.ancap.com.au/safety-ratings/renault/megane-e-tech,"category.older_driver,category.city_driver,category.fleet_manager,category.employer,body_type.suv,price.over_65000,seats.5_seater"
92c727,Kia Sportage,2022,5,87,87,66,74,33.43,38,42.73,49,36.1,54,11.9,16,124.16,157,0.79082803,0.8087566,2020_2022,0.8118363057324841,157,52.76935987261147,87.76935987261146,68.89432184357895,Sep-21,onwards,Nov-21,onwards,All variants (see Technical Report),Petrol / diesel and hybrid,TRUE,FALSE,2,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/d80e419d1dd2432cd21ae3c1a01615be470650a7/large.png?1656910431,https://www.ancap.com.au/assets/manufacturers/small/kia-fd32864bb76bbca8aca6303ede71093093674e6316c5e88f399a280769820c90.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/92c727,https://www.ancap.com.au/safety-ratings/92c727,https://www.ancap.com.au/safety-ratings/kia/sportage,"category.popular_models,category.family,category.younger_driver,category.city_driver,category.fleet_manager,category.employer,body_type.suv,body_type.awd,price.35000_to_65000,seats.5_seater,category.older_driver,category.rural_driver"
a6c730,Peugeot 308,2022,4,79,86,68,82,30.09,38,42.2,49,37.02,54,13.27,16,122.58,157,0.78076433,0.79196785,2020_2022,0.8043923566878981,157,52.28550318471338,87.28550318471338,67.48506705881996,Jun-22,onwards,Nov-22,onwards,All variants,Petrol / diesel and plug-in hybrid,TRUE,FALSE,3,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/b31f672c2477407ccecb8ed6b02fffac8ece3bcd/large.png?1675733731,https://www.ancap.com.au/assets/manufacturers/small/peugeot-69f6c7d5d81a3aefad5ffd8da267ad75bc1e48c83f61c682983f5bfc08019f95.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-4-2022-57a3a773fe768b692350ba59cf396c193021d6666c9fc3dd4e0eafaa8caf980c.png,https://api.ancap.com.au/v1/safety-ratings/a6c730,https://www.ancap.com.au/safety-ratings/a6c730,https://www.ancap.com.au/safety-ratings/peugeot/308,"category.family,category.younger_driver,category.older_driver,category.city_driver,body_type.hatch,body_type.wagon,price.35000_to_65000,seats.5_seater"
b42b00,Hyundai Palisade,2022,5,84,88,62,83,32.21,38,43.24,49,33.75,54,13.41,16,122.61,157,0.78095541,0.80816743,2020_2022,0.8028942675159235,157,52.18812738853503,87.18812738853504,67.20145558848942,May-22,Sep-25,Aug-22,Sep-25,All Australian & New Zealand variants,Petrol / diesel,FALSE,TRUE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/5bfd6137fe9e139191af85b29f051df940ac5564/large.png?1659314330,https://www.ancap.com.au/assets/manufacturers/small/hyundai-fc7aa7616090539d442af372062f91227c79006c33e7aebb9457a87e9fd21f04.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-5-2022-6fb1f080765af2b98c7726db6ea8d07e44609565ad1d219235702f4016f0b6e1.png,https://api.ancap.com.au/v1/safety-ratings/b42b00,https://www.ancap.com.au/safety-ratings/b42b00,https://www.ancap.com.au/safety-ratings/hyundai/palisade,"category.popular_models,category.family,category.city_driver,category.fleet_manager,body_type.suv,body_type.awd,price.35000_to_65000,price.over_65000,seats.7_seater,category.employer,seats.5_seater"
68673a,Hyundai Inster,2025,4,70,83,70,69,28.33,40,41.1,49,44.24,63,12.58,18,126.25,170,0.74264706,0.73127732,2023p,0.7924341176470587,170,51.50821764705882,86.50821764705881,65.22118729759946,Jan-25,onwards,May-25,onwards,All variants,Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/f09834b68aa49c608a44fc791f537b882ff873fe/large.png?1751603300,https://www.ancap.com.au/assets/manufacturers/small/hyundai-fc7aa7616090539d442af372062f91227c79006c33e7aebb9457a87e9fd21f04.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-4-2025-2407a799876b06d177b9d3adc0140b3d6f1be6b1d2be3f369283ab0d9fbcc2e3.png,https://api.ancap.com.au/v1/safety-ratings/68673a,https://www.ancap.com.au/safety-ratings/68673a,https://www.ancap.com.au/safety-ratings/hyundai/inster,"category.younger_driver,category.city_driver,body_type.suv,price.35000_to_65000,seats.4_seater"
dc1c52,Hyundai Kona,2023,4,80,84,64,62,32.13,40,41.62,49,40.85,63,11.17,18,125.77,170,0.73982353,0.7449712,2023p,0.7879670588235294,170,51.21785882352941,86.21785882352941,64.37550391326232,Apr-23,onwards,Jun-23,onwards,All variants (see Technical Report),"Petrol / diesel, battery electric and hybrid",TRUE,FALSE,1,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/cd8cc9b6a75f7b2f06fc578dd1de1e4fcf03eb94/large.png?1705033523,https://www.ancap.com.au/assets/manufacturers/small/hyundai-fc7aa7616090539d442af372062f91227c79006c33e7aebb9457a87e9fd21f04.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-4-2023-c688c27a0b74454806c1294e8095a0c593b56d0d98770c9fa55ae886e6465300.png,https://api.ancap.com.au/v1/safety-ratings/dc1c52,https://www.ancap.com.au/safety-ratings/dc1c52,https://www.ancap.com.au/safety-ratings/hyundai/kona,"category.popular_models,category.family,category.younger_driver,category.older_driver,body_type.awd,body_type.suv,price.35000_to_65000,seats.5_seater"
6c96cb,Opel Astra,2022,4,83,84,67,66,31.66,38,41.45,49,36.36,54,10.68,16,120.15,157,0.76528662,0.7706135,2020_2022,0.7872369426751593,157,51.17040127388535,86.17040127388535,64.23728162434581,Sep-22,onwards,Apr-23,onwards,All petrol variants,Petrol / diesel,TRUE,TRUE,2,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/05d4a926b535aeff9b2d627cc3ffbcec84e030e5/large.png?1666844395,https://www.ancap.com.au/assets/manufacturers/small/opel-8e14e6104305af96ebca473f2a269f6dc1e040d2a54db5b40108c6c267bd1054.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-4-2022-57a3a773fe768b692350ba59cf396c193021d6666c9fc3dd4e0eafaa8caf980c.png,https://api.ancap.com.au/v1/safety-ratings/6c96cb,https://www.ancap.com.au/safety-ratings/6c96cb,https://www.ancap.com.au/safety-ratings/opel/astra,"category.family,category.younger_driver,category.older_driver,category.city_driver,body_type.hatch,seats.5_seater,price.35000_to_65000"
f61c1c,Honda HR-V,2022,4,82,77,72,69,31.34,38,37.73,49,39.13,54,11.05,16,119.25,157,0.75955414,0.76694566,2020_2022,0.7833369426751592,157,50.916901273885344,85.91690127388534,63.49895125324292,Feb-22,onwards,Apr-22,onwards,All variants,Petrol / diesel and hybrid,TRUE,FALSE,1,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/42dd6e6b1feb6a65db98a6f1346664da697de9ad/large.png?1670911543,https://www.ancap.com.au/assets/manufacturers/small/honda-99696356908c610a092b98f5bfb499e8c3fe3c5024ee01b2f35f912aa14c6d89.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-4-2022-57a3a773fe768b692350ba59cf396c193021d6666c9fc3dd4e0eafaa8caf980c.png,https://api.ancap.com.au/v1/safety-ratings/f61c1c,https://www.ancap.com.au/safety-ratings/f61c1c,https://www.ancap.com.au/safety-ratings/honda/hr-v,"category.popular_models,category.family,category.younger_driver,category.older_driver,category.city_driver,body_type.suv,price.35000_to_65000,seats.4_seater"
9e8449,MG 3,2024,3,72,74,76,58,28.85,40,36.39,49,48.03,63,10.62,18,123.89,170,0.72876471,0.7075068,2023p,0.781804706,170,50.81730588235294,85.81730588235294,63.20887510969162,Apr-24,Apr-25,Jun-24,Apr-25,All variants,Petrol / diesel and hybrid,FALSE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/650b850a311542695757c29a6108845e3acebad0/large.png?1728869878,https://www.ancap.com.au/assets/manufacturers/small/mg-64908a954f2375bfe93427a0a7639fe122f0f3e9a9f2e5e8e32d090836a8b44d.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-3-2024-9a41375d08716fae42454a70e4766ec6b39f5f9a17bc7eae8611ded92a15195e.png,https://api.ancap.com.au/v1/safety-ratings/9e8449,https://www.ancap.com.au/safety-ratings/9e8449,https://www.ancap.com.au/safety-ratings/mg/3-124a6356-9c4d-4b19-bdac-1cb66738eb8d,"category.popular_models,category.younger_driver,category.older_driver,category.city_driver,body_type.hatch,price.under_35000"
6be945,Hyundai Palisade,2022,4,79,88,63,63,30.21,38,43.24,49,34.33,54,10.19,16,117.97,157,0.75140127,0.74901294,2020_2022,0.7726050955414013,157,50.219331210191086,85.21933121019109,61.46724646429758,Sep-20,Oct-22,Nov-20,Dec-22,New Zealand LX2 diesel variants,Petrol / diesel,FALSE,TRUE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/6945b8d92294b2c5385c58174b1b31b5c466b307/large.png?1659407703,https://www.ancap.com.au/assets/manufacturers/small/hyundai-fc7aa7616090539d442af372062f91227c79006c33e7aebb9457a87e9fd21f04.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-4-2022-57a3a773fe768b692350ba59cf396c193021d6666c9fc3dd4e0eafaa8caf980c.png,https://api.ancap.com.au/v1/safety-ratings/6be945,https://www.ancap.com.au/safety-ratings/6be945,https://www.ancap.com.au/safety-ratings/hyundai/palisade,"category.family,category.city_driver,category.fleet_manager,body_type.suv,body_type.awd,price.35000_to_65000,price.over_65000,seats.5_seater,seats.7_seater,category.older_driver,category.rural_driver,category.employer"
f1baf2,Hyundai Palisade,2022,4,79,88,63,63,30.21,38,43.24,49,34.33,54,10.19,16,117.97,157,0.75140127,0.74901294,2020_2022,0.7726050955414013,157,50.219331210191086,85.21933121019109,61.46724646429758,Sep-20,Apr-22,Nov-20,Jul-22,Australian LX2 diesel variants,Petrol / diesel,FALSE,TRUE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/d4feef0e4a33339f88f53a4507863afe8e5bc647/large.png?1654212774,https://www.ancap.com.au/assets/manufacturers/small/hyundai-fc7aa7616090539d442af372062f91227c79006c33e7aebb9457a87e9fd21f04.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-4-2022-57a3a773fe768b692350ba59cf396c193021d6666c9fc3dd4e0eafaa8caf980c.png,https://api.ancap.com.au/v1/safety-ratings/f1baf2,https://www.ancap.com.au/safety-ratings/f1baf2,https://www.ancap.com.au/safety-ratings/hyundai/palisade,"category.popular_models,category.family,category.city_driver,category.fleet_manager,body_type.suv,body_type.awd,price.35000_to_65000,price.over_65000,seats.7_seater,seats.5_seater"
50afac,Renault Duster,2024,3,70,86,60,58,28.15,40,42.42,49,38.2,63,10.46,18,119.23,170,0.70135294,0.69213492,2023p,0.7482564705882353,170,48.63667059,83.63667058823529,56.85767484954986,Apr-25,onwards,Aug-25,onwards,2WD variants,Petrol / diesel,TRUE,TRUE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/34a474cbe67bb1357ae6cb3e16183d02b3d6bd23/large.png?1761693970,https://www.ancap.com.au/assets/manufacturers/small/renault-6e5d3dc1139792f1d5db0565c8c2365ddbbcd2657ba3b9f9cce761784d4a8528.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-3-2024-9a41375d08716fae42454a70e4766ec6b39f5f9a17bc7eae8611ded92a15195e.png,https://api.ancap.com.au/v1/safety-ratings/50afac,https://www.ancap.com.au/safety-ratings/50afac,https://www.ancap.com.au/safety-ratings/renault/duster,"category.family,category.younger_driver,category.older_driver,category.city_driver,body_type.suv,price.35000_to_65000,seats.5_seater"
e0b6ba,Hyundai i30 Sedan,2024,3,71,81,62,56,28.42,40,39.87,49,39.22,63,10.16,18,117.67,170,0.69217647,0.68433152,2023p,0.7413400000000001,170,48.18710000000001,83.18710000000002,55.548279901823264,Jun-23,onwards,Oct-23,onwards,Petrol & hybrid Sedan variants exc. i30 Sedan N,Petrol / diesel and hybrid,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/bfdf6ec818bb9c8d1540e25fb74faed12ece1145/large.png?1732243577,https://www.ancap.com.au/assets/manufacturers/small/hyundai-fc7aa7616090539d442af372062f91227c79006c33e7aebb9457a87e9fd21f04.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-3-2024-9a41375d08716fae42454a70e4766ec6b39f5f9a17bc7eae8611ded92a15195e.png,https://api.ancap.com.au/v1/safety-ratings/e0b6ba,https://www.ancap.com.au/safety-ratings/e0b6ba,https://www.ancap.com.au/safety-ratings/hyundai/i30-sedan,"category.popular_models,category.younger_driver,category.older_driver,category.city_driver,body_type.sedan,price.under_35000,seats.5_seater"
d4d7f7,Suzuki Swift,2024,3,67,65,76,55,26.87,40,32.28,49,48,63,10.03,18,117.18,170,0.68929412,0.6642805,2023p,0.7384058823529414,170,47.99638235294119,82.99638235,54.99280601,Aug-25,onwards,Sep-25,onwards,All variants (see Technical Report),Petrol / diesel,TRUE,TRUE,5,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/982cb4e59a195d0993904d79a5ec3bfe5ab018b5/large.png?1757296981,https://www.ancap.com.au/assets/manufacturers/small/suzuki-90e51c6ed276c925b8825fd8ea7790df7977132ea780ca8f2cae9096465eda89.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-3-2024-9a41375d08716fae42454a70e4766ec6b39f5f9a17bc7eae8611ded92a15195e.png,https://api.ancap.com.au/v1/safety-ratings/d4d7f7,https://www.ancap.com.au/safety-ratings/d4d7f7,https://www.ancap.com.au/safety-ratings/suzuki/swift,"category.popular_models,category.family,category.younger_driver,category.older_driver,category.city_driver,body_type.hatch,price.under_35000,seats.5_seater"
6287c5,Jeep Avenger,2024,3,79,71,59,54,31.77,40,34.97,49,37.6,63,9.81,18,114.15,170,0.67147059,0.68879977,2023p,0.7162235294117648,170,46.55452941176471,81.55452941176472,50.793343222283134,Jul-23,onwards,Dec-23,onwards,All variants (see Technical Report),Battery electric,TRUE,FALSE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/a11c8a8c689b98a23616c1ef6ea86094c4945ab4/large.png?1733273139,https://www.ancap.com.au/assets/manufacturers/small/jeep-66d864da68eec140a28aa10735675d4532407c1c2801217e328547b643aca0d4.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-3-2024-9a41375d08716fae42454a70e4766ec6b39f5f9a17bc7eae8611ded92a15195e.png,https://api.ancap.com.au/v1/safety-ratings/6287c5,https://www.ancap.com.au/safety-ratings/6287c5,https://www.ancap.com.au/safety-ratings/jeep/avenger,"category.family,category.younger_driver,category.older_driver,category.city_driver,body_type.suv,price.35000_to_65000,seats.5_seater"
7da43b,MG 5,2025,3,62,68,65,59,25.08,40,33.69,49,41.55,63,10.78,18,111.1,170,0.65352941,0.63999274,2023p,0.6948341176470588,170,45.16421764705883,80.16421764705882,46.743996472050334,Nov-24,onwards,Jun-25,onwards,All variants,Petrol / diesel,TRUE,TRUE,1,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/857b70a482ac93fbf40992cd3d3ba701af6751bb/large.png?1748403274,https://www.ancap.com.au/assets/manufacturers/small/mg-64908a954f2375bfe93427a0a7639fe122f0f3e9a9f2e5e8e32d090836a8b44d.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-3-2025-c8e9463a3aa27fbc4eb27ac1b2225c6dc3dd8c377a41c067bda05a09e4fbd866.png,https://api.ancap.com.au/v1/safety-ratings/7da43b,https://www.ancap.com.au/safety-ratings/7da43b,https://www.ancap.com.au/safety-ratings/mg/5,"category.family,category.younger_driver,category.older_driver,category.city_driver,body_type.sedan,price.under_35000,seats.5_seater"
0315bd,Suzuki Swift,2024,1,47,59,76,54,18.88,40,29.24,49,48.4,63,9.78,18,106.3,170,0.62529412,0.5704644,2023p,0.6690482352941177,170,43.488135294117654,78.48813529411765,41.86232978,Mar-24,Jul-25,May-24,Aug-25,All variants,Petrol / diesel,FALSE,TRUE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/d035d632de23ab809649204b9a6d2af550c12186/large.png?1732796415,https://www.ancap.com.au/assets/manufacturers/small/suzuki-90e51c6ed276c925b8825fd8ea7790df7977132ea780ca8f2cae9096465eda89.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-1-2024-0d2705fcf66e85a6f38c79871ff2a641d6009d981c8c04bb15a4044de67c789e.png,https://api.ancap.com.au/v1/safety-ratings/0315bd,https://www.ancap.com.au/safety-ratings/0315bd,https://www.ancap.com.au/safety-ratings/suzuki/swift,"category.popular_models,category.family,category.younger_driver,category.older_driver,category.city_driver,body_type.hatch,price.under_35000,seats.5_seater"
cb710f,Suzuki Fronx,2025,1,48,40,65,55,19.3,40,20.06,49,41.39,63,10.03,18,90.78,170,0.534,0.51771882,2023p,0.5697941176470589,170,37.036617647058826,72.03661764705882,23.071988881613215,Mar-25,onwards,Jun-25,onwards,All variants,Petrol / diesel,TRUE,TRUE,0,standard,standard,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/d585b5530390645e4c3c84291395fe7e2a27be8b/large.png?1766357706,https://www.ancap.com.au/assets/manufacturers/small/suzuki-90e51c6ed276c925b8825fd8ea7790df7977132ea780ca8f2cae9096465eda89.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-1-2025-31e7a2978a2eec5985558e0ccc2f7668f9982462403695b2cf37627f16e71c31.png,https://api.ancap.com.au/v1/safety-ratings/cb710f,https://www.ancap.com.au/safety-ratings/cb710f,https://www.ancap.com.au/safety-ratings/suzuki/fronx,"seats.5_seater,price.under_35000,body_type.suv"
4bb20f,MG 5,2023,0,37,58,42,13,15.09,40,28.81,49,26.78,63,2.48,18,73.16,170,0.43035294,0.38106327,2023p,0.4555670588235293,170,29.611858823529406,64.61185882,1.4470384377240801,Mar-23,Sep-24,Aug-23,May-25,All variants (see Technical Report),Petrol / diesel,FALSE,TRUE,0,standard,not_available,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/eec3f87a46c33cb074ab7696010f8eab06f007c1/large.png?1702419324,https://www.ancap.com.au/assets/manufacturers/small/mg-64908a954f2375bfe93427a0a7639fe122f0f3e9a9f2e5e8e32d090836a8b44d.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-0-2023-802074054c2aa58b0e82438616d66ad33bb3128aab30e2bb60aece4bafba08aa.png,https://api.ancap.com.au/v1/safety-ratings/4bb20f,https://www.ancap.com.au/safety-ratings/4bb20f,https://www.ancap.com.au/safety-ratings/mg/5,"category.younger_driver,category.city_driver,body_type.sedan,price.under_35000,seats.5_seater,category.family,category.older_driver"
470321,Mahindra Scorpio,2023,0,44,80,23,0,17.67,40,39.27,49,14.94,63,0,18,71.88,170,0.42282353,0.38441429,2023p,0.44792352941176483,170,29.115029411764713,64.11502941176471,0,Apr-23,onwards,Apr-23,onwards,All variants (see Technical Report),Petrol / diesel,TRUE,TRUE,0,not_available,not_available,https://s3.amazonaws.com/cdn.ancap.com.au/app/public/assets/ab4dfe563c17ad89521811cc94d7b4316674d65e/large.png?1702422852,https://www.ancap.com.au/assets/manufacturers/small/mahindra-68c1e8bbe9864f0799cf1c4fbfb7fcc62e3f8e2a02ba30ffd686c4bfccefd23a.png,https://www.ancap.com.au/assets/logos/ratings/star-rating-logo-0-2023-802074054c2aa58b0e82438616d66ad33bb3128aab30e2bb60aece4bafba08aa.png,https://api.ancap.com.au/v1/safety-ratings/470321,https://www.ancap.com.au/safety-ratings/470321,https://www.ancap.com.au/safety-ratings/mahindra/scorpio,"body_type.suv,body_type.awd,price.35000_to_65000,category.family,category.rural_driver,seats.5_seater,seats.7_seater"
